"longitude","latitude","OBJECTID","VICINITY","SCI_NM","CMMN_NM","FAM_NAME","GENUS_NAME"
-77.0430224014,38.9026123889,18940930,"1845 K ST NW/ MEDIAN","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0717210377,38.9190333178,19006398,"2209 HALL PL NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0227806518,38.9096993668,19040527,"751 P ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.996836416,38.9473448829,18948460,"opp 701 CRITTENDEN ST NE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0063223015,38.8251941446,19069632,"2 FORRESTER ST SE","Quercus lyrata","Overcup oak","Fagaceae","Quercus"
-77.0981899847,38.93943424,18956039,"4917 RODMAN ST NW","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0256742301,38.9753342775,18900983,"7004 9TH ST NW","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-76.9856824397,38.864215697,18948480,"1400 BLK W ST SE / 14 ST","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0057828976,38.9090471078,18933102,"1400 BLK 1ST ST NE","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0558903092,38.908343714,18953443,"1354 27TH ST NW","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-77.062036563,38.9532694155,18972054,"OPP 3019 ELLICOTT ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9937376014,38.9555151216,19057605,"5247 CHILLUM PL NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.040673666,38.9124762464,18936396,"1627 NEW HAMPSHIRE AVE NW","Ulmus americana 'Princeton'","Princeton elm","Ulmaceae","Ulmus"
-77.0377834601,38.9134064536,18960873,"1617 RIGGS PL NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9821729826,38.8492853532,19007838,"1500 SHIPPEN LN SE","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-76.9818013028,38.9329595167,18911236,"1617 MONROE ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9750334427,38.8686902426,18959110,"OPP 1714 22ND ST SE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9626278849,38.876433891,19029749,"3124 M PL SE","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-76.9806927755,38.8939591017,18938390,"317 17th st NE","Carpinus caroliniana","Ironwood","Betulaceae","Carpinus"
-76.9483276294,38.8926346694,19064675,"3963 CLAY PL NE","Liquidambar rotundiloba","Rotundiloba sweetgum","Hamamelidaceae","Liquidambar"
-77.0371087175,38.9407777779,19056409,"1608 TAYLOR ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0189545177,38.9212438,18940468,"448 COLLEGE ST NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0254041526,38.9410539586,18961108,"4100 GEORGIA AVE NW","Quercus species","Oak","Fagaceae","Quercus"
-76.9880581953,38.8815689634,19036372,"1302 PENNSYLVANIA AVE SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9857109324,38.8496436873,19018320,NA,"Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.084264042,38.9112895977,19051934,"1613 FOXHALL RD NW","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-77.0341670651,38.9125640502,18983588,"1440 R ST NW","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-76.9868084161,38.906970179,18963876,"1204 QUEEN ST NE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0218168425,38.8954647923,18906073,"421 7TH ST NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-76.9446295829,38.8929960797,19040080,"310 41ST ST NE","Prunus species","Cherry","Rosaceae","Prunus"
-76.9648593532,38.8611299856,19057696,"2245 30TH ST SE","Gleditsia species","Honeylocust","Fabaceae","Gleditsia"
-77.0699988151,38.9540389722,19050120,"3605 EVERETT ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0769767371,38.9436488655,19030627,"4201 39TH ST NW","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-76.9776261173,38.8834601341,19029439,"1823 POTOMAC AVE SE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0727589992,38.9156168202,18976190,"1903 37TH ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9733678429,38.8970674222,18905597,"537 23RD PL NE","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-76.9613975545,38.8790574536,18982711,"732 32ND ST SE","Platanus x acerifolia 'Bloodgood'","Bloodgood london plane tree","Platanaceae","Platanus"
-76.9624815382,38.8700638196,19024855,"3101 PENNSYLVANIA AVE SE","Carpinus species","Hornbeam","Betulaceae","Carpinus"
-76.9888746521,38.9326061244,18905821,"1261 MONROE ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9801020337,38.9462347993,18999945,"opp 1741 BUCHANAN ST NE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0456137415,38.8946042375,18988843,"2000 blk ofVIRGINIA AVE NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0309361251,38.9823400015,19002615,"1325 IRIS ST NW","Prunus species","Cherry","Rosaceae","Prunus"
-77.0405459997,38.8943995429,19061734,"1700 BLK D ST NW","Platanus x acerifolia 'Bloodgood'","Bloodgood london plane tree","Platanaceae","Platanus"
-76.9780774752,38.8936795915,18936121,"300 BLK 18TH PL NE","Prunus 'Snow Goose'","Cherry (Snowgoose)","Rosaceae","Prunus"
-77.0101872087,38.9559984124,18920412,"5410 1ST PL NW","Ulmus americana 'Jefferson'","Jefferson Elm","Ulmaceae","Ulmus"
-76.9872308264,38.8792880608,19047868,"1300 BLK IVES PL SE","Pistacia chinensis","Chinese pistachio","Anacardiaceae","Pistacia"
-77.0042427664,38.8456798289,19034950,"2960 2ND ST SE","Tilia americana","American linden","Tiliaceae","Tilia"
-77.0154705202,38.9501265026,18990595,"231 EMERSON ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0511603121,38.9249644304,18916807,"2642 WOODLEY PL NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0190198472,38.8979659447,18954409,"600 block 5TH ST NW","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-76.981765672,38.8619622658,19028677,"2323 GREEN ST SE","Quercus shumardi","Shumard oak","Fagaceae","Quercus"
-77.0322293738,38.9630222274,18961496,"1360 PEABODY ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9873110508,38.9383739192,18999400,"1320 RANDOLPH ST NE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0750313874,38.9226037452,18995956,"3801 CALVERT ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0122221876,38.9236451987,19002092,"2600 1ST ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0161193792,38.898137229,18915169,"601 4TH ST NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0613210807,38.9685492022,19054417,"5935 UTAH AVE NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0998231831,38.9402083521,18919821,"5011 SEDGWICK ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9803762575,38.9311481692,18996892,"1706 KEARNY ST NE","Pistacia chinensis","Chinese pistachio","Anacardiaceae","Pistacia"
-77.0364215259,38.9495937119,19003058,"4800 BLK 16TH ST NW [MEDIAN]","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0227265256,38.9376175628,19070811,"732 QUINCY ST NW","Acer species","Maple","Aceraceae","Acer"
-77.0454972191,38.8995351406,19012302,"2000 blk  H ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0301095359,38.9646944869,18921836,"6104 13TH ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0203813306,38.9431462733,18960263,"615 VARNUM ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9521404347,38.8645922991,18919078,"2010 38TH ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0223921516,38.8849278368,18986921,"901 D ST SW","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-76.9362110531,38.8868758326,18901361,"4500 BLK BENNING RD SE","Celtis occidentalis","Hackberry","Ulmaceae","Celtis"
-76.9914300724,38.8887219079,18945504,"118 11TH ST SE","Ulmus species","Elm","Ulmaceae","Ulmus"
-77.0487494587,38.9045094952,19015396,"opp to 1120 22ND ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9934474976,38.9580392494,18911521,"836 OGLETHORPE ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0454919169,38.9338031638,19041072,"2013 PARK RD NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0623304322,38.9648620413,18970457,"3014 MCKINLEY ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9863252129,38.8936293172,18904884,"1350 C ST NE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9416175854,38.8700669718,19049717,"4222 MASSACHUSETTS AVE SE","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9652301323,38.9366933635,18969744,"opp 3800 EASTERN AVE NE/Perry St","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0019841981,38.8839933751,18929461,"406 3RD ST SE","Cercis species","Redbud","Fabaceae","Cercis"
-77.0251101922,38.932956184,19061971,"731 PARK RD NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9985210301,38.8836641094,18966458,"419 6TH ST SE","Acer buergeranum","Trident maple","Aceraceae","Acer"
-76.9941278264,38.8301430659,18917629,"748 BRANDYWINE ST SE","Prunus Okame","Okame cherry","Rosaceae","Prunus"
-76.9843947683,38.929957507,18952815,"1400 blk JACKSON ST NE/14th St","Zelkova serrata 'Green Vase'","Green Vase Japanese zelkova","Ulmaceae","Zelkova"
-76.9459957068,38.870274429,19032460,"4022 ALABAMA AVE SE","Prunus species","Cherry","Rosaceae","Prunus"
-77.0142311117,38.913979693,18982049,"1720 2ND ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-76.9903189474,38.939070308,18995904,"4008 12TH ST NE/Michigan Ave","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-76.9922900741,38.9264597464,19045898,"1001 Girard St NE","Cornus species","Dogwood","Cornaceae","Cornus"
-76.9894207735,38.9428242594,18969603,"1200 blk  VARNUM ST NE","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.0352737348,38.9272569208,18996510,"1499 COLUMBIA RD NW","Platanus x acerifolia","London plane tree","Platanaceae","Platanus"
-77.0682023718,38.9585049441,18941724,"5251 NEBRASKA AVE NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.073532659,38.9558544656,18904455,"5026 RENO RD NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0788038244,38.9457652113,19058508,"Tenley circle","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0008484718,38.8476875122,18912756,"441 MELLON ST SE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0116163737,38.9111761563,19070728,"37 Q ST NW","Gymnocladus dioicus","Kentucky coffeetree","Fabaceae","Gymnocladus"
-76.9850312226,38.8840602785,18987598,"OPP 1410 D ST SE","Tilia tomentosa","Silver linden","Tiliaceae","Tilia"
-77.0180770947,38.8859521619,18930760,"432 C ST SW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0615681554,38.9488922409,19036753,"4527 30TH ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0106900389,38.953361429,18954280,"50 HAMILTON ST NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-77.0002785846,38.8961804589,18930545,"opp 407 E ST NE","Celtis occidentalis","Hackberry","Ulmaceae","Celtis"
-76.9762825298,38.8996268838,19013355,"758 19TH ST NE","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-77.0710813183,38.9630457009,19042549,"3600 BLK LIVINGSTON ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0311227882,38.9286932548,19012449,"1341 IRVING ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0320050045,38.926669843,19006768,"OPP 1371 HARVARD ST NW","Liquidambar styraciflua","Sweetgum","Hamamelidaceae","Liquidambar"
-76.9910499603,38.9341353302,19049644,"3619 12TH ST NE","Cercis canadensis","Eastern redbud","Fabaceae","Cercis"
-77.0804167166,38.9244799203,19030550,"2622 41ST ST NW","Prunus species","Cherry","Rosaceae","Prunus"
-77.0587342454,38.9737094852,19016530,"6343 31ST ST NW","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-77.0077610021,38.8281338206,18925331,"4281 SOUTH CAPITOL ST SW","Nyssa sylvatica","Tupelo","Nyssaceae","Nyssa"
-77.0612127584,38.9609626348,18959989,"3024 MILITARY RD NW","Quercus phellos","Willow oak","Fagaceae","Quercus"
-76.9402790913,38.8990285881,18956791,"4200 BLK GAULT PL NE","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.075274981,38.9504773736,18989873,"4600  NEBRASKA AVE NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9907889925,38.8443737382,19023847,"OPP 1109 ALABAMA AVE SE","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-77.0417344044,38.9124057762,19021901,"1624 18TH ST NW","Tilia cordata","Littleleaf linden","Tiliaceae","Tilia"
-77.0243869825,38.9169228721,19004767,"900 BLK U ST NW","Taxodium distichum","Bald cypress","Cupressaceae","Taxodium"
-77.0983879971,38.9427139506,18925901,"4105 FORDHAM RD NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0856872467,38.9526492377,18940879,"4317RIVER RD NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-77.0796817483,38.9569757139,18944406,"3942 HARRISON ST NW","Zelkova serrata","Japanese zelkova","Ulmaceae","Zelkova"
-76.9348863149,38.9111474753,19040009,"opp 1541 KENILWORTH AVE NE","Juniperus virginiana","Eastern redcedar","Cupressaceae","Juniperus"
-77.0786568707,38.9325350663,18992395,"opp 3933 MASSACHUSETTS AVE NW","Quercus macrocarpa","Bur oak","Fagaceae","Quercus"
-76.9841299408,38.8612269949,18901661,"1621 BUTLER ST SE","Prunus virginiana","Chokecherry","Rosaceae","Prunus"
-77.0309723568,38.9134056631,19002391,"1329 RIGGS ST NW","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-77.0004737879,38.9186310243,18976982,"2117 4TH ST NE","Liquidambar rotundiloba","Rotundiloba sweetgum","Hamamelidaceae","Liquidambar"
-76.9828158533,38.9130473287,18971959,"2019 WEST VIRGINIA AVE NE","Acer ginnala","Amur maple","Aceraceae","Acer"
-77.056822935,38.9505171429,18979177,"2837 CHESAPEAKE ST NW","Quercus nuttallii","Nuttall oak","Fagaceae","Quercus"
-77.0478360049,38.9215462052,18922777,"2019 ALLEN PL NW","Acer rubrum","Red maple","Aceraceae","Acer"
-77.003214755,38.8793579723,19015426,"200 BLK I ST SE","Quercus rubra","Red oak","Fagaceae","Quercus"
-76.9202394629,38.8970994982,19048735,"5607 FOOTE ST NE","Robinia pseudoacacia","Black locust","Fabaceae","Robinia"
-77.0584480348,38.9342449217,19045190,"2911 NEWARK ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0308590985,38.8850412207,19063230,"1300 BLK D ST SW","Quercus nuttallii","Nuttall oak","Fagaceae","Quercus"
-76.9732493423,38.8714686476,18936288,"1517 23RD ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0124052801,38.9047492632,18907502,"103 PIERCE ST NW","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-76.9860269912,38.8864973104,18921684,"1357 S. CAROLINA AVE SE/Kentucky Ave","Acer saccharinum","Silver maple","Aceraceae","Acer"
-77.0355523379,38.9722131861,18993028,"1440 ASPEN ST NW","Gleditsia triacanthos var. inermis","Thornless honeylocust","Fabaceae","Gleditsia"
-77.0862828601,38.925273704,19058164,"2710  44TH ST NW/dexter","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0875116497,38.9595602511,19067935,"5300 BLK WESTERN AVE NW","Tilia tomentosa","Silver linden","Tiliaceae","Tilia"
-77.0395090058,38.9155314654,19032165,"1706 T ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9847023285,38.9012230335,18977235,"opp 1116 HOLBROOK ST NE","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-76.9526318039,38.8892130282,19029239,"OPP 4 RIDGE RD SE","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.0297491797,38.983377093,18959654,"7706 13TH ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-76.9654176216,38.8706859551,19062306,"2900 BLK Q ST SE / 29 ST","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
-77.0146581171,38.9433140658,18993481,"213 VARNUM ST NW","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.1054944852,38.9286831385,19025733,"5347 MACARTHUR BLVD NW median","Prunus serrulata 'Kwanzan'","Kwanzan cherry","Rosaceae","Prunus"
-77.0667315939,38.9462851876,18998984,"3435 YUMA ST NW","Koelreuteria bipinnata","Chinese flame tree","Sapindaceae","Koelreuteria"
-76.931279723,38.8995747669,19029440,"4900 BLK HAYES ST NE","Ulmus americana 'New Harmony'","New Harmony elm","Ulmaceae","Ulmus"
-76.9785777187,38.857361587,19000782,"opp 1807 ERIE ST SE","Ulmus americana 'Princeton'","Princeton elm","Ulmaceae","Ulmus"
-77.0027731542,38.8961830197,18942619,"220 E ST NE","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-76.9387230799,38.9028227419,19061489,"4404 SHERIFF RD NE","Quercus bicolor","Swamp white oak","Fagaceae","Quercus"
-77.072563865,38.959508271,18946695,"5300 CONNECTICUT AVE NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.0350757909,38.9572533967,18967228,"1428 LONGFELLOW ST NW","Quercus rubra","Red oak","Fagaceae","Quercus"
-77.074653604,38.958293447,18994819,"5208 38TH ST NW","Fraxinus species","Ash","Oleaceae","Fraxinus"
-77.0506193032,38.9253203568,18978417,"2507 WOODLEY RD NW","Cercidiphyllum japonicum","Katsuratree","Cercidiphyllaceae","Cercidiphyllum"
-76.9916233775,38.8883173895,18979043,"131 11TH ST SE","Ulmus species","Elm","Ulmaceae","Ulmus"
-76.9602469384,38.8555864283,19059926,"2811 33RD ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9468333738,38.8697478829,18970400,"4035 ALABAMA AVE SE","Quercus acutissima","Sawtooth oak","Fagaceae","Quercus"
-77.0719018051,38.9496414598,19033811,"3642 BRANDYWINE ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9892768899,38.8360632486,18912624,"1100 BLK VARNEY ST SE","Quercus palustris","Pin oak","Fagaceae","Quercus"
-77.0253907474,38.9697403843,18938665,"6525 PINEY BRANCH RD NW","Ulmus americana","American elm","Ulmaceae","Ulmus"
-77.048767716,38.900123121,19054989,"801 22ND ST NW","Ginkgo biloba (female)","Ginkgo (female)","Ginkgoaceae","Ginkgo"
-77.0764179372,38.962139775,19069261,"3825 LEGATION ST NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9786110499,38.9417488608,19048236,"opp 1834 UPSHUR ST NE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-77.0804169485,38.9087076168,19036499,"4401 P ST NW","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9916550514,38.8785707363,19020188,"900 block 11TH ST SE","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-77.0382843584,38.9204720909,18976921,"1628 CRESCENT PL NW","Ginkgo biloba","Ginkgo","Ginkgoaceae","Ginkgo"
-76.9742381802,38.9240198772,18970761,"2612 22ND ST NE","Quercus coccinea","Scarlet oak","Fagaceae","Quercus"
-77.0055077175,38.8497130535,19034221,"2712 2ND ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9802844828,38.8853097687,19015321,"1707 C ST SE","Acer saccharum","Sugar maple","Aceraceae","Acer"
-77.0507018359,38.9173002102,19063473,"OPP 2003 23RD ST NW","Ginkgo biloba (male)","Ginkgo (male)","Ginkgoaceae","Ginkgo"
-76.942737996,38.9063252571,18954727,"4215 MARNE PL NE","Liquidambar Stryaciflua 'Sterile'","Sweetgum (sterile)","Hamamelidaceae","Liquidambar"
-76.9817817281,38.8623852951,19003496,"OPP 2305 GREEN ST SE","Lagerstroemia indica","Crape myrtle","Lythraceae","Lagerstroemia"
-76.9942564918,38.8298234312,18928573,"750 BARNABY ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-76.9851787065,38.8446307421,18929094,"OPP 1389 CONGRESS ST SE","Tilia americana 'Redmond'","Redmond American Linden","Tiliaceae","Tilia"
-77.0296246559,38.9521775779,19057562,"5103 13TH ST NW","Acer platanoides","Norway maple","Aceraceae","Acer"
-77.0769693937,38.9476891721,18933355,"4401 BLK 39TH ST NW/ALBEMARLE ST NW","Prunus Okame","Okame cherry","Rosaceae","Prunus"
-77.0007233668,38.840476411,18940322,"3401 4TH ST SE","Acer rubrum","Red maple","Aceraceae","Acer"
-77.0310838758,38.9358732288,18919658,"1337 PERRY PL NW","Acer saccharum","Sugar maple","Aceraceae","Acer"
-76.9300396932,38.9085874426,18901281,"OPP 1915 QUARLES ST NE","Ulmus parvifolia","Chinese elm","Ulmaceae","Ulmus"
